source_protein_id	source_header	sequence_length	sequence_sha256	header_fgsg_id	legacy_protein_accession	legacy_seq_match_count	fgsg_candidate_count	unified_candidate_count	resolved_canonical_gene_id	bridge_status	bridge_method	mapping_confidence
XP_011326478.1	XP_011326478.1 hypothetical protein FGSG_06824 [Fusarium graminearum PH-1]	467	672b96a79a378fa56fcec1b99d4a70c198d27cb53f3898f1835d104c1e139351	FGSG_06824		0	1	1	fgraminearum::FGRAMPH1_01G23273	resolved	unified_plus_fgsg_support	
XP_011326479.1	XP_011326479.1 hypothetical protein FGSG_06825 [Fusarium graminearum PH-1]	417	2bf8aed425f48946fa73d7a965a9f597655de656e072d40aa568ccdfa444a3a9	FGSG_06825	I1RRT6	1	1	1	fgraminearum::FGRAMPH1_01G23275	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326480.1	XP_011326480.1 hypothetical protein FGSG_06826 [Fusarium graminearum PH-1]	544	9a953b0f31136e5d15b581ea33bc70361988b1d61642debf1dc30d48ddb00ac7	FGSG_06826		0	1	1	fgraminearum::FGRAMPH1_01G23277	resolved	unified_plus_fgsg_support	
XP_011326481.1	XP_011326481.1 hypothetical protein FGSG_06827 [Fusarium graminearum PH-1]	311	8acd55c85cb7f01304b0cfe56e193c209b8b491cf88e200cb04a6a64fc4a9133	FGSG_06827	I1RRT8	1	1	1	fgraminearum::FGRAMPH1_01G23279	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326482.1	XP_011326482.1 hypothetical protein FGSG_12994 [Fusarium graminearum PH-1]	121	d945e24b6a2a295aa71138826516b327f54313497eca3ddf3b6ed0f2ed309da3	FGSG_12994		0	0	0		unresolved	header_fgsg_not_mapped_to_canonical	unresolved
XP_011326483.1	XP_011326483.1 hypothetical protein FGSG_06829 [Fusarium graminearum PH-1]	141	dd08b88338b60f3802afe07a296fc6e5f9fffeea43ad1ceca02064a8044dc586	FGSG_06829		0	1	0	fgraminearum::FGRAMPH1_01G23283	resolved	fgsg_header_repo_local_mapping	inferred
XP_011326484.1	XP_011326484.1 hypothetical protein FGSG_06830 [Fusarium graminearum PH-1]	340	d3c05256410850288c61e27fa18cd85724d513ea32059247b37e681054144dd3	FGSG_06830		0	1	1	fgraminearum::FGRAMPH1_01G23285	resolved	unified_plus_fgsg_support	
XP_011326485.1	XP_011326485.1 hypothetical protein FGSG_06831 [Fusarium graminearum PH-1]	1052	5b64e3537ba7f869eede2e6c9202558c9c15707c7011289b1dee8d30528ba9b1	FGSG_06831		0	1	1	fgraminearum::FGRAMPH1_01G23287	resolved	unified_plus_fgsg_support	
XP_011326486.1	XP_011326486.1 hypothetical protein FGSG_06832 [Fusarium graminearum PH-1]	405	23117801161839a5f12314a07bf55166f56377ef12a04d3e91b2d3d83b13233e	FGSG_06832	I1RRU2	1	1	1	fgraminearum::FGRAMPH1_01G23289	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326487.1	XP_011326487.1 hypothetical protein FGSG_06833 [Fusarium graminearum PH-1]	1558	7750366612de205e5628f6b0e20327a47416667d69375cd8f27b16cae49ecca4	FGSG_06833		0	1	1	fgraminearum::FGRAMPH1_01G23291	resolved	unified_plus_fgsg_support	
XP_011326488.1	XP_011326488.1 hypothetical protein FGSG_06834 [Fusarium graminearum PH-1]	873	65a0dc77dc8a38d9c49bc28aa70fc111c3c5769d412a61bd0ca5a2ba4d48e6c7	FGSG_06834		0	1	1	fgraminearum::FGRAMPH1_01G23295	resolved	unified_plus_fgsg_support	
XP_011326489.1	XP_011326489.1 hypothetical protein FGSG_06835 [Fusarium graminearum PH-1]	193	3d34c1dc4c9a52c21ed421656e3a0aedf8198cdef1325de6e3891faf81777f69	FGSG_06835		0	1	1	fgraminearum::FGRAMPH1_01G23297	resolved	unified_plus_fgsg_support	
XP_011326490.1	XP_011326490.1 hypothetical protein FGSG_06836 [Fusarium graminearum PH-1]	482	0f70d60ce9c2ae9dd104a0ed6efb049e18e25a1d053448c8dd7e006424c98a19	FGSG_06836	I1RRU6	1	1	1	fgraminearum::FGRAMPH1_01G23299	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326491.1	XP_011326491.1 hypothetical protein FGSG_06837 [Fusarium graminearum PH-1]	557	ee31d02039edc5261218184b7de7fdebc23b04d0a3bfc77f6dbce10e80b1aecf	FGSG_06837		0	1	1	fgraminearum::FGRAMPH1_01G23301	resolved	unified_plus_fgsg_support	
XP_011326492.1	XP_011326492.1 hypothetical protein FGSG_12995 [Fusarium graminearum PH-1]	1149	2d17f13d8bf420ea3aeb37d7659450f2244ca5be71c27ec313d659f358ba5c82	FGSG_12995		0	2	1	fgraminearum::FGRAMPH1_01G23303	resolved	ncbi_protein_id_via_unified_map	
XP_011326493.1	XP_011326493.1 hypothetical protein FGSG_06840 [Fusarium graminearum PH-1]	497	b7ca0ef0f8811a06d68f05ce3edf2e342aa498c1f16a820ca6919419f0871a46	FGSG_06840	I1RRU8	1	1	1	fgraminearum::FGRAMPH1_01G23307	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326494.1	XP_011326494.1 ATP-dependent RNA helicase eIF4A [Fusarium graminearum PH-1]	396	c6c296864e0ab50a58c533b36d1a5ddfa376afe9667c00d402728f4b8733c062		I1RRU9	1	0	1	fgraminearum::FGRAMPH1_01G23309	resolved	exact_sequence_plus_unified_support	
XP_011326495.1	XP_011326495.1 hypothetical protein FGSG_06842 [Fusarium graminearum PH-1]	406	3a3f788cad3619d05c04dc18b3cbfd71d49ee079306679e7e7bfdb91282f36fe	FGSG_06842		0	1	1	fgraminearum::FGRAMPH1_01G23311	resolved	unified_plus_fgsg_support	
XP_011326496.1	XP_011326496.1 eukaryotic translation initiation factor 2 subunit gamma [Fusarium graminearum PH-1]	509	6cdaa34a965cc9d4a7e6fc8f5ba80a9c5d2123cab2e1a57dc69bb4d5ebf8f567		I1RRV1	1	0	1	fgraminearum::FGRAMPH1_01G23313	resolved	exact_sequence_plus_unified_support	
XP_011326497.1	XP_011326497.1 hypothetical protein FGSG_06844 [Fusarium graminearum PH-1]	500	b9708ec1dfaf45b7962e0d2678eb019215a2b0dbe6e4f2cf3cead132c4adf1ee	FGSG_06844	I1RRV2	1	1	1	fgraminearum::FGRAMPH1_01G23315	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326498.1	XP_011326498.1 hypothetical protein FGSG_06845 [Fusarium graminearum PH-1]	709	d016069f99b0a3cbf0faa13937eacbce32673ff5cbd2e9af03197a923ff548e2	FGSG_06845	V6REZ4	1	1	1	fgraminearum::FGRAMPH1_01G23317	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326499.1	XP_011326499.1 hypothetical protein FGSG_06846 [Fusarium graminearum PH-1]	96	0db9c0d58f04ac8c23d369eb6861cc5bba95a3f07d12cc510e384dd3e608a02d	FGSG_06846	I1RRV3	1	1	1	fgraminearum::FGRAMPH1_01G23319	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326500.1	XP_011326500.1 hypothetical protein FGSG_06847 [Fusarium graminearum PH-1]	272	1390b4883e9059e52186dff5a7745c8cc827ca19cbf4698e0d97208c0e09069d	FGSG_06847	V6REE9	1	1	1	fgraminearum::FGRAMPH1_01G23321	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326501.1	XP_011326501.1 diphthamide biosynthesis protein 4 [Fusarium graminearum PH-1]	188	7078f057514388e9d1c1d870283bfe5f2b2667bef8f56cb4aec012b0bb19d6df		Q4I7G0	1	0	1	fgraminearum::FGRAMPH1_01G23323	resolved	ncbi_protein_id_via_unified_map	
XP_011326502.1	XP_011326502.1 hypothetical protein FGSG_12997 [Fusarium graminearum PH-1]	158	d7297dcc403fe1721e6d33fc8f0a0abd251f7d3f1cfaa76aca8829235c864915	FGSG_12997	I1S821	1	1	1	fgraminearum::FGRAMPH1_01G23325	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326503.1	XP_011326503.1 pre-mRNA-splicing ATP-dependent RNA helicase PRP28 [Fusarium graminearum PH-1]	721	adff4a89b8fca33b7dddb142b5ef94bb818a0e9bdbda776531c6628760c9fbe4		Q4I7F9	1	0	1	fgraminearum::FGRAMPH1_01G23327	resolved	ncbi_protein_id_via_unified_map	
XP_011326504.1	XP_011326504.1 valyl-tRNA synthetase [Fusarium graminearum PH-1]	1093	57d6bfa14e6c34dc57b0f11c671ffc9435cddb0fdc14ce5000eabb2d9efe8426		I1RRV4	1	0	1	fgraminearum::FGRAMPH1_01G23329	resolved	exact_sequence_plus_unified_support	
XP_011326505.1	XP_011326505.1 hypothetical protein FGSG_06851 [Fusarium graminearum PH-1]	478	8d86ad370c15da5cddcb39b4d3a0286e950d948a5905425b8734bd56444f2f43	FGSG_06851	I1RRV5	1	1	1	fgraminearum::FGRAMPH1_01G23331	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326506.1	XP_011326506.1 hypothetical protein FGSG_06852 [Fusarium graminearum PH-1]	333	94a83cf4eef846cf8f5f45b7bede7be06cd8d4276311d78868ba88cef7256d61	FGSG_06852	I1RRV6	1	1	1	fgraminearum::FGRAMPH1_01G23333	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326507.1	XP_011326507.1 hypothetical protein FGSG_06853 [Fusarium graminearum PH-1]	106	205d7cc1dae537bff32a3335d157382b16ee92d2f1820fa46a21ac06eedb9027	FGSG_06853		0	1	1	fgraminearum::FGRAMPH1_01G23335	resolved	unified_plus_fgsg_support	
XP_011326508.1	XP_011326508.1 hypothetical protein FGSG_12998 [Fusarium graminearum PH-1]	472	3f89c9d12698fb7bb9842c9bf52aa84668dc18d42b2617b8e4da723670097dd2	FGSG_12998		0	1	1	fgraminearum::FGRAMPH1_01G23337	resolved	unified_plus_fgsg_support	
XP_011326509.1	XP_011326509.1 hypothetical protein FGSG_12999 [Fusarium graminearum PH-1]	227	92f69a975545b4abc9128c7d372b18355e6b86df5f6a0893da86fd806168df5d	FGSG_12999	I1S823	1	1	1	fgraminearum::FGRAMPH1_01G23339	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326510.1	XP_011326510.1 hypothetical protein FGSG_06855 [Fusarium graminearum PH-1]	336	4a6b2669a05d65102b5faf677ed26677eeb83891a310a18d484e4dcb5ec1a882	FGSG_06855		0	1	1	fgraminearum::FGRAMPH1_01G23341	resolved	unified_plus_fgsg_support	
XP_011326511.1	XP_011326511.1 MNN9 protein [Fusarium graminearum PH-1]	375	d7725c952daa5c03a85adb3802f258791d6f427bf96c4040e1a2f9296d4e5cfa		I1RRV9	1	0	1	fgraminearum::FGRAMPH1_01G23343	resolved	exact_sequence_plus_unified_support	
XP_011326512.1	XP_011326512.1 hypothetical protein FGSG_06857 [Fusarium graminearum PH-1]	172	92852ca258789a2ada0a90fc3cd4cd913351ad47bbed393b6505eeef91f466ca	FGSG_06857	I1RRW0	1	1	1	fgraminearum::FGRAMPH1_01G23345	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326513.1	XP_011326513.1 hypothetical protein FGSG_13000 [Fusarium graminearum PH-1]	247	a848b988852d062493f6b421281e39b765a820bcab8df024d22e851805be7708	FGSG_13000		0	1	1	fgraminearum::FGRAMPH1_01G23347	resolved	unified_plus_fgsg_support	
XP_011326514.1	XP_011326514.1 prenylated Rab acceptor 1 [Fusarium graminearum PH-1]	176	2df78e955c24af7e0c1c7b765e71287df6f6adba3baeabd05250e5ba6e4bd61c		I1RRW1	1	0	1	fgraminearum::FGRAMPH1_01G23349	resolved	exact_sequence_plus_unified_support	
XP_011326515.1	XP_011326515.1 hypothetical protein FGSG_13001 [Fusarium graminearum PH-1]	189	bed213764b2b0ade7501a8fb5131ef605e3b86d3ab0e3c8873c294e75ad505f3	FGSG_13001	I1S825	1	1	1	fgraminearum::FGRAMPH1_01G23351	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326516.1	XP_011326516.1 hypothetical protein FGSG_06859 [Fusarium graminearum PH-1]	716	177d0c7c90456e098690731299c4e4c87a78da38cad43c3321268c70f3a4a055	FGSG_06859	I1RRW2	1	1	1	fgraminearum::FGRAMPH1_01G23353	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326517.1	XP_011326517.1 splicing factor U2AF 23 kDa subunit [Fusarium graminearum PH-1]	209	99e494eccef9f26a7ea8b133a3b78a3bfe4bff470946757fda1dc27175bc029e		I1RRW3	1	0	1	fgraminearum::FGRAMPH1_01G23357	resolved	exact_sequence_plus_unified_support	
XP_011326518.1	XP_011326518.1 hypothetical protein FGSG_06861 [Fusarium graminearum PH-1]	514	3443e95371a1393318fe530b63f4dc421e3638477efa30a1451d9dfee72b64d1	FGSG_06861		0	1	1	fgraminearum::FGRAMPH1_01G23355	resolved	unified_plus_fgsg_support	
XP_011326519.1	XP_011326519.1 hypothetical protein FGSG_13002 [Fusarium graminearum PH-1]	271	d20a587b74d2cd00f4ce4952fc4d79e8ff1476b8c6963391ed6fb85e6617ca88	FGSG_13002		0	1	1	fgraminearum::FGRAMPH1_01G23359	resolved	unified_plus_fgsg_support	
XP_011326520.1	XP_011326520.1 hypothetical protein FGSG_06863 [Fusarium graminearum PH-1]	416	48bb0be26466121565f3d85a9ce425c899eedaf5e018b4609370ddf6d0529607	FGSG_06863		0	1	1	fgraminearum::FGRAMPH1_01G23361	resolved	unified_plus_fgsg_support	
XP_011326521.1	XP_011326521.1 hypothetical protein FGSG_06864 [Fusarium graminearum PH-1]	250	c5f9393315119bf0b02e7c99e375fe02c8e6604f4c4180256c156fc4009813dd	FGSG_06864	I1RRW5	1	1	1	fgraminearum::FGRAMPH1_01G23363	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326522.1	XP_011326522.1 hypothetical protein FGSG_06865 [Fusarium graminearum PH-1]	787	8314cd8493aec4fab8a00a797bd8c7c8ff54770ded3d37e362f0cd1d966b39e4	FGSG_06865	V6RM66	1	1	1	fgraminearum::FGRAMPH1_01G23365	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326523.1	XP_011326523.1 hypothetical protein FGSG_06866 [Fusarium graminearum PH-1]	803	c6803415ee0937aedd0b3d6fb9655d712247acbb9b7bb30e8419faa5f5ebe906	FGSG_06866		0	1	1	fgraminearum::FGRAMPH1_01G23367	resolved	unified_plus_fgsg_support	
XP_011326524.1	XP_011326524.1 hypothetical protein FGSG_06867 [Fusarium graminearum PH-1]	689	3c98eb40b768946d4dbcaa5cfab238826dcbeb3232550b18574df0a482c7c8e8	FGSG_06867		0	1	1	fgraminearum::FGRAMPH1_01G23369	resolved	unified_plus_fgsg_support	
XP_011326525.1	XP_011326525.1 hypothetical protein FGSG_06868 [Fusarium graminearum PH-1]	304	fa68101511ef235c207e47f9d5d17895e64ab2041f0685ce5b456b1c445fd90f	FGSG_06868		0	0	0		unresolved	header_fgsg_not_mapped_to_canonical	unresolved
XP_011326526.1	XP_011326526.1 hypothetical protein FGSG_06869 [Fusarium graminearum PH-1]	330	6f85ebb39e91858c9b56f431d80bfd6c4ece93f788cbe9d8cd6531585d13944e	FGSG_06869	I1RRW9	1	1	1	fgraminearum::FGRAMPH1_01G23371	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326527.1	XP_011326527.1 hypothetical protein FGSG_06870 [Fusarium graminearum PH-1]	846	61ac021ff380a7f3293aef04af87ef7260670c8ee6f2e8b0482a38a34335600d	FGSG_06870	I1RRX0	1	1	1	fgraminearum::FGRAMPH1_01G23373	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326528.1	XP_011326528.1 hypothetical protein FGSG_06871 [Fusarium graminearum PH-1]	531	d8c11c31b5bccb5516b54dbebb66d1e7406e0542bbd2a46d16d7d7ee91d97f37	FGSG_06871	I1RRX1	1	1	1	fgraminearum::FGRAMPH1_01G23375	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326529.1	XP_011326529.1 hypothetical protein FGSG_06872 [Fusarium graminearum PH-1]	429	a9848e47194425c8a1d14c925b62664b0ddb865448acc217d156513480b98353	FGSG_06872	I1RRX2	1	1	1	fgraminearum::FGRAMPH1_01G23377	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326530.1	XP_011326530.1 hypothetical protein FGSG_13003 [Fusarium graminearum PH-1]	117	582d33c0057a31529baa7afb93b80cd8abe968c55697afea6092cfa431034fc6	FGSG_13003	I1S827	1	1	1	fgraminearum::FGRAMPH1_01G23381	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326531.1	XP_011326531.1 hypothetical protein FGSG_06873 [Fusarium graminearum PH-1]	374	a425f2d5e0dcdc591f2d318dfdf977cca3c5b265046ad1dec048841cfabbeea5	FGSG_06873	I1RRX3	1	1	1	fgraminearum::FGRAMPH1_01G23383	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326532.1	XP_011326532.1 hypothetical protein FGSG_06874 [Fusarium graminearum PH-1]	910	ba82258007d5f1032dd1eb01de5fd86cd6e3f0b322c54dc672ea1184208aae06	FGSG_06874		0	1	1	fgraminearum::FGRAMPH1_01G23385	resolved	unified_plus_fgsg_support	
XP_011326533.1	XP_011326533.1 hypothetical protein FGSG_06875 [Fusarium graminearum PH-1]	301	a18cf49faaa620fa193467871a12f42260ce4cf810bef175f06276b9c8ee8ac0	FGSG_06875	I1RRX5	1	1	1	fgraminearum::FGRAMPH1_01G23387	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326534.1	XP_011326534.1 hypothetical protein FGSG_13004 [Fusarium graminearum PH-1]	697	cb0bddd952f2134037f6c80f56aa52f6570038e91a35ef0c0759434ba2c09e1b	FGSG_13004		0	1	1	fgraminearum::FGRAMPH1_01G23389	resolved	unified_plus_fgsg_support	
XP_011326535.1	XP_011326535.1 hypothetical protein FGSG_13005 [Fusarium graminearum PH-1]	106	714bde60811d09fd9950fb031e0c3a6bcbd1e5c6946e6cad38d49c8fd82bda8b	FGSG_13005		0	1	1	fgraminearum::FGRAMPH1_01G23389	resolved	unified_plus_fgsg_support	
XP_011326536.1	XP_011326536.1 hypothetical protein FGSG_13006 [Fusarium graminearum PH-1]	662	2b8ec7753f6592bebdc8c5e3fa85829538239681393f972b8d1c758547a7b460	FGSG_13006	I1S830	1	1	1	fgraminearum::FGRAMPH1_01G23391	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326537.1	XP_011326537.1 hypothetical protein FGSG_06877 [Fusarium graminearum PH-1]	158	941f30e8d1e5bcb705df4bc23ae09827136e62cd2ae352c54ccea41b8db8614d	FGSG_06877	I1RRX6	1	1	1	fgraminearum::FGRAMPH1_01G23393	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326538.1	XP_011326538.1 calcium/calmodulin-dependent protein kinase [Fusarium graminearum PH-1]	368	a9bee8fdaa8b8d449d7ed5c53937ac70ae0f5215ee37066fa530f5738a7d8a11			0	0	1	fgraminearum::FGRAMPH1_01G23395	resolved	ncbi_protein_id_via_unified_map	
XP_011326539.1	XP_011326539.1 hypothetical protein FGSG_06879 [Fusarium graminearum PH-1]	393	0d3286025ac17136d84cae8e0cf1c38234d1955a166d32e66d6362363c03c04f	FGSG_06879	I1RRX8	1	1	1	fgraminearum::FGRAMPH1_01G23397	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326540.1	XP_011326540.1 histidyl-tRNA synthetase [Fusarium graminearum PH-1]	526	6aaba131891553607eb1d7117bece626405097dc771a0b3d1b2158c7e89ac320			0	0	1	fgraminearum::FGRAMPH1_01G23401	resolved	ncbi_protein_id_via_unified_map	
XP_011326541.1	XP_011326541.1 hypothetical protein FGSG_06881 [Fusarium graminearum PH-1]	1293	ef9b85edaedfcf22ba5addaca760db29f6e00f40c53c6f58f41f74f192f9c252	FGSG_06881		0	1	1	fgraminearum::FGRAMPH1_01G23403	resolved	unified_plus_fgsg_support	
XP_011326542.1	XP_011326542.1 hypothetical protein FGSG_13007 [Fusarium graminearum PH-1]	381	77ecbe57f1b2338354eae9802e436db8a235f8d9868d29661468ea7d5d390279	FGSG_13007	I1S831	1	1	1	fgraminearum::FGRAMPH1_01G23405	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326543.1	XP_011326543.1 hypothetical protein FGSG_13008 [Fusarium graminearum PH-1]	896	2d34dbcdb13a2b49a49672ccafc400440d3c1d1e19643e1d126c7107876f9aa8	FGSG_13008	I1S832	1	1	1	fgraminearum::FGRAMPH1_01G23407	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326544.1	XP_011326544.1 hypothetical protein FGSG_13009 [Fusarium graminearum PH-1]	182	75a18cd75d2e254037c8e733a7953d937ac69935723e24f0e11db4cada1af0a2	FGSG_13009	I1S833	1	1	1	fgraminearum::FGRAMPH1_01G23409	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326545.1	XP_011326545.1 hypothetical protein FGSG_13010 [Fusarium graminearum PH-1]	628	84100abc5fd101c2fedd5fd535202d8420327bf7fadcfcdaaa47d104650db262	FGSG_13010	I1S834	1	1	1	fgraminearum::FGRAMPH1_01G23411	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326546.1	XP_011326546.1 hypothetical protein FGSG_06884 [Fusarium graminearum PH-1]	747	db1784e876621832aaa52523552483902dc31ac3b98e7fb4ed47421c3c49d318	FGSG_06884	I1RRY1	1	1	1	fgraminearum::FGRAMPH1_01G23413	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326547.1	XP_011326547.1 hypothetical protein FGSG_06885 [Fusarium graminearum PH-1]	1446	e3f414a32cafbaceafcf6b1c2e2565650f29883ebdebf2da79b4eb3e6f8733c2	FGSG_06885		0	1	1	fgraminearum::FGRAMPH1_01G23415	resolved	unified_plus_fgsg_support	
XP_011326548.1	XP_011326548.1 proteasome component PRE2 precursor [Fusarium graminearum PH-1]	283	fd1c52b02ce3a25ed42299c4f13626e6ee9784cacca6649af2031d4b8d9f3513		I1RRY3	1	0	1	fgraminearum::FGRAMPH1_01G23417	resolved	exact_sequence_plus_unified_support	
XP_011326549.1	XP_011326549.1 hypothetical protein FGSG_13011 [Fusarium graminearum PH-1]	447	844063fa21c00143d1764e51cce1ace11974b8e1787c10df7e715f44d69bb68a	FGSG_13011	I1S835	1	1	1	fgraminearum::FGRAMPH1_01G23419	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326550.1	XP_011326550.1 hypothetical protein FGSG_13012 [Fusarium graminearum PH-1]	1014	23cf683c8936d3fc5be72ef2df3a9c5cb1602994d61917eee3e0ff5173a411a0	FGSG_13012	I1S836	1	1	1	fgraminearum::FGRAMPH1_01G23421	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326551.1	XP_011326551.1 LOW QUALITY PROTEIN: hypothetical protein FGSG_13013 [Fusarium graminearum PH-1]	101	431772afee77f6e360f9365e800cf9b6a46c13869362ec7656122136e924f430	FGSG_13013		0	1	0	fgraminearum::FGRAMPH1_01G23423	resolved	fgsg_header_repo_local_mapping	inferred
XP_011326552.1	XP_011326552.1 hypothetical protein FGSG_13014 [Fusarium graminearum PH-1]	452	128f64ab097e054b9a60c4a59ac78e84121d3eccb6d1fcb94a82339a0ded99f5	FGSG_13014		0	1	1	fgraminearum::FGRAMPH1_01G23425	resolved	unified_plus_fgsg_support	
XP_011326553.1	XP_011326553.1 hypothetical protein FGSG_06888 [Fusarium graminearum PH-1]	519	577958e25671477b9ccaa20608201865469a7c42055e56d1440968bfaf5be1e3	FGSG_06888	I1RRY4	1	1	1	fgraminearum::FGRAMPH1_01G23427	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326554.1	XP_011326554.1 hypothetical protein FGSG_06889 [Fusarium graminearum PH-1]	156	d65e75b068250a6d708c25ad18401776e44cfe3531920331d3786e1b7460a24c	FGSG_06889	I1RRY5	1	1	1	fgraminearum::FGRAMPH1_01G23429	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326555.1	XP_011326555.1 hypothetical protein FGSG_06890 [Fusarium graminearum PH-1]	647	e4f763beb8152244521db753d7aabcc04c7fc43a41ce9e84bee67dc2e875ccbd	FGSG_06890	I1RRY6	1	1	1	fgraminearum::FGRAMPH1_01G23433	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326556.1	XP_011326556.1 hypothetical protein FGSG_06891 [Fusarium graminearum PH-1]	157	b25d9b098da1a54aef71eb621d854b81f42cee45a59fc970f3d9709c1a3b2ca7	FGSG_06891	I1RRY7	1	1	1	fgraminearum::FGRAMPH1_01G23435	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326557.1	XP_011326557.1 hypothetical protein FGSG_06892 [Fusarium graminearum PH-1]	203	575e3035afe768521ca8123c3180d747b15b8bb9df6278157593a643d126294c	FGSG_06892		0	1	1	fgraminearum::FGRAMPH1_01G23437	resolved	unified_plus_fgsg_support	
XP_011326558.1	XP_011326558.1 hypothetical protein FGSG_06893 [Fusarium graminearum PH-1]	156	e532d7fd9281fd1faae0b8f691638eefd443d500aec312ca2e9ff0d0300ed316	FGSG_06893	I1RRY9	1	1	1	fgraminearum::FGRAMPH1_01G23439	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326559.1	XP_011326559.1 hypothetical protein FGSG_06894 [Fusarium graminearum PH-1]	308	37ff257237a011572ce665116412fa492824a05e3d20a7a66b798531d8853c3e	FGSG_06894	I1RRZ0	1	1	1	fgraminearum::FGRAMPH1_01G23441	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326560.1	XP_011326560.1 carboxypeptidase Y precursor [Fusarium graminearum PH-1]	540	5bf6a271fdf63dd1202f108dc8b4224aa60bec11af05a3f1045855d39e96a794		I1RRZ1	1	0	1	fgraminearum::FGRAMPH1_01G23443	resolved	exact_sequence_plus_unified_support	
XP_011326561.1	XP_011326561.1 hypothetical protein FGSG_13015 [Fusarium graminearum PH-1]	101	42784e586723bbda6635a6ab298004ffc50c14406b8a4b0b1eaeb44881ca3ce1	FGSG_13015	I1S839	1	1	1	fgraminearum::FGRAMPH1_01G23445	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326562.1	XP_011326562.1 hypothetical protein FGSG_06896 [Fusarium graminearum PH-1]	429	9083303d53edec5ceae8cd7dee72b8552b7922d1a1f2b453a8509056e02c2cdf	FGSG_06896		0	1	1	fgraminearum::FGRAMPH1_01G23447	resolved	unified_plus_fgsg_support	
XP_011326563.1	XP_011326563.1 hypothetical protein FGSG_06897 [Fusarium graminearum PH-1]	286	d9827b5228b1e9a1f29bd4e35629b04292008841cf04252ce4cbddc412ccf86b	FGSG_06897	I1RRZ3	1	1	1	fgraminearum::FGRAMPH1_01G23449	resolved	exact_sequence_plus_fgsg_support	exact
